SYMBOL	ENTREZID	GENENAME	469Siglec9minus	469Siglec9plus	474Siglec9minus	474Siglec9plus	475Siglec9minus	475Siglec9plus	477Siglec9minus	477Siglec9plus	483Siglec9minus	483Siglec9plus	485Siglec9minus	485Siglec9plus
MIR518A1	574488	microRNA 518a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A2	574491	microRNA 518a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR518B	574474	microRNA 518b	0	0	0	0	0	0	0	0	0	0	0	0
MIR518C	574477	microRNA 518c	0	0	0	0	0	0	0	0	0	0	0	0
MIR518D	574489	microRNA 518d	0	0	0	0	0	0	0	0	0	0	0	0
MIR518E	574487	microRNA 518e	0	0	0	0	0	0	0	0	0	0	0	0
MIR518F	574472	microRNA 518f	0	0	0	0	0	0	0	0	0	0	0	0
MIR5190	100847080	microRNA 5190	0	0	0	0	0	0	0	0	0	0	0	0
MIR5191	100847050	microRNA 5191	0	0	0	0	0	0	0	0	0	0	0	0
MIR5192	100847087	microRNA 5192	0	0	0	3	0	0	0	0	0	0	0	0
MIR5193	100847079	microRNA 5193	0	0	0	0	0	0	0	0	0	0	0	0
MIR5194	100847051	microRNA 5194	0	28	110	0	0	0	0	0	0	0	0	0
MIR5195	100847062	microRNA 5195	0	0	0	0	0	0	0	0	0	0	0	0
MIR5196	100847070	microRNA 5196	0	0	0	0	0	0	0	0	0	0	0	0
MIR5197	100846991	microRNA 5197	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A1	574496	microRNA 519a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A2	574500	microRNA 519a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR519B	574469	microRNA 519b	0	0	0	0	0	0	0	0	0	0	0	0
MIR519C	574466	microRNA 519c	0	0	0	0	0	0	0	0	0	0	0	0
MIR519D	574480	microRNA 519d	0	0	0	0	0	0	0	0	0	0	0	0
MIR519E	574463	microRNA 519e	0	0	0	0	0	0	0	0	0	0	0	0
MIR520A	574467	microRNA 520a	0	0	0	0	0	0	0	0	0	0	0	0
MIR520B	574473	microRNA 520b	0	0	0	0	0	0	0	0	0	0	0	0
MIR520C	574476	microRNA 520c	0	0	0	0	0	0	0	0	0	0	0	0
MIR520D	574482	microRNA 520d	0	0	0	0	0	0	0	0	0	0	0	0
MIR520E	574461	microRNA 520e	0	0	0	0	0	0	0	0	0	0	0	0
MIR520F	574464	microRNA 520f	0	0	0	0	0	0	0	0	0	0	0	0
MIR520G	574484	microRNA 520g	0	0	0	0	0	0	0	0	0	0	0	0
MIR520H	574493	microRNA 520h	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-1	574494	microRNA 521-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-2	574481	microRNA 521-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR522	574495	microRNA 522	0	0	0	0	0	0	0	0	0	0	0	0
MIR523	574471	microRNA 523	0	0	0	0	0	0	0	0	0	0	0	0
MIR524	574478	microRNA 524	0	0	0	0	0	0	0	0	0	0	0	0
MIR525	574470	microRNA 525	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A1	574475	microRNA 526a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A2	574486	microRNA 526a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR526B	574468	microRNA 526b	0	0	0	0	0	0	0	0	0	0	0	0
MIR527	574497	microRNA 527	0	0	0	0	0	0	0	0	0	0	0	0
MIR532	693124	microRNA 532	0	0	0	0	0	0	0	0	0	0	0	0
MIR539	664612	microRNA 539	0	0	0	0	0	0	0	0	0	0	0	0
MIR541	100126308	microRNA 541	0	0	0	0	0	0	0	0	0	0	0	0
MIR542	664617	microRNA 542	0	0	0	0	0	0	0	0	0	0	0	0
MIR543	100126335	microRNA 543	0	0	0	0	0	0	0	0	0	0	0	0
MIR544A	664613	microRNA 544a	0	0	0	0	0	0	0	0	0	0	0	0
MIR544B	100422864	microRNA 544b	0	0	0	0	0	0	0	0	0	0	0	0
MIR545	664614	microRNA 545	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A1	693125	microRNA 548a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A2	693126	microRNA 548a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A3	693127	microRNA 548a-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AA1	100500863	microRNA 548aa-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AA2	100500895	microRNA 548aa-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AB	100616336	microRNA 548ab	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AC	100616384	microRNA 548ac	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AD	100616475	microRNA 548ad	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE1	100616305	microRNA 548ae-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE2	100616339	microRNA 548ae-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AG1	100616450	microRNA 548ag-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AG2	100616440	microRNA 548ag-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AH	100616254	microRNA 548ah	0	0	0	0	0	0	1	0	173	0	0	0
MIR548AI	100616347	microRNA 548ai	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AJ1	100616191	microRNA 548aj-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AJ2	100616252	microRNA 548aj-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AK	100616488	microRNA 548ak	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AL	100616215	microRNA 548al	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AM	100616428	microRNA 548am	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AN	100616144	microRNA 548an	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AO	100847068	microRNA 548ao	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AP	100847084	microRNA 548ap	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AQ	100847078	microRNA 548aq	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AR	100847035	microRNA 548ar	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AS	100847092	microRNA 548as	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AT	100847030	microRNA 548at	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AU	100847045	microRNA 548au	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AV	100847083	microRNA 548av	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AW	100846992	microRNA 548aw	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AX	100847063	microRNA 548ax	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AY	102465247	microRNA 548ay	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AZ	102466162	microRNA 548az	0	0	0	0	0	0	0	0	0	0	0	0
MIR548B	693128	microRNA 548b	0	0	0	0	0	0	0	0	0	0	0	0
MIR548BA	102465854	microRNA 548ba	0	0	0	0	0	0	0	0	0	0	0	0
MIR548BB	103504735	microRNA 548bb	0	0	0	0	0	0	0	0	0	0	0	0
MIR548C	693129	microRNA 548c	0	0	0	0	0	0	0	0	0	0	0	0
MIR548D1	693130	microRNA 548d-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548D2	693131	microRNA 548d-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548E	100313921	microRNA 548e	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F1	100302192	microRNA 548f-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F2	100313771	microRNA 548f-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F3	100302159	microRNA 548f-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F4	100313895	microRNA 548f-4	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F5	100302239	microRNA 548f-5	0	0	0	0	0	0	0	0	0	0	0	0
MIR548G	100313938	microRNA 548g	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H1	100313830	microRNA 548h-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H2	100313773	microRNA 548h-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H3	100302287	microRNA 548h-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H4	100313884	microRNA 548h-4	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H5	100616455	microRNA 548h-5	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I1	100302204	microRNA 548i-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I2	100302277	microRNA 548i-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I3	100302186	microRNA 548i-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I4	100302191	microRNA 548i-4	0	0	0	0	0	0	0	0	0	0	0	0
MIR548J	100313914	microRNA 548j	0	0	0	0	0	0	0	0	0	0	0	0
MIR548K	100313770	microRNA 548k	0	0	0	0	0	231	0	0	0	0	0	0
MIR548L	100302275	microRNA 548l	106	0	1	0	0	0	0	1	1	0	1	0
MIR548M	100313772	microRNA 548m	0	0	0	0	0	0	0	0	0	0	0	0
MIR548N	100302152	microRNA 548n	0	0	0	0	0	0	0	0	0	0	0	0
MIR548O	100313829	microRNA 548o	0	0	0	0	0	0	0	0	0	0	0	0
MIR548O2	100616190	microRNA 548o-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548P	100302288	microRNA 548p	0	0	0	0	0	0	0	0	0	0	0	0
MIR548Q	100313841	microRNA 548q	0	0	0	0	0	0	0	0	0	0	0	0
MIR548S	100422862	microRNA 548s	0	129	0	0	0	0	0	0	0	0	0	0
MIR548T	100422849	microRNA 548t	0	0	0	0	0	0	0	0	0	0	0	0
MIR548U	100422884	microRNA 548u	0	0	0	0	0	0	0	0	0	0	0	0
MIR548V	100422850	microRNA 548v	0	0	0	0	0	0	0	0	0	0	0	0
MIR548W	100422923	microRNA 548w	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X	100422920	microRNA 548x	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X2	100616302	microRNA 548x-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR548Y	100500919	microRNA 548y	0	0	0	0	0	0	0	0	0	0	0	0
MIR548Z	100500856	microRNA 548z	0	0	0	0	0	0	0	0	0	0	0	0
MIR549A	693132	microRNA 549a	0	0	0	0	0	0	0	0	0	0	0	0
MIR550A1	693133	microRNA 550a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR550A2	693134	microRNA 550a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR550A3	100616354	microRNA 550a-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR550B1	100500883	microRNA 550b-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR550B2	100500830	microRNA 550b-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR551A	693135	microRNA 551a	0	0	0	0	0	0	0	0	0	0	0	0
MIR551B	693136	microRNA 551b	0	0	0	0	0	0	0	0	0	0	0	0
MIR552	693137	microRNA 552	0	0	0	0	0	0	0	0	0	0	0	0
MIR553	693138	microRNA 553	0	0	0	0	0	0	0	110	0	0	0	0
MIR554	693139	microRNA 554	0	0	0	0	0	0	0	0	0	0	0	0
MIR555	693140	microRNA 555	0	0	0	0	0	0	0	0	0	0	0	0
MIR556	693141	microRNA 556	0	0	0	0	0	0	0	0	0	0	0	0
MIR557	693142	microRNA 557	0	0	0	0	0	0	0	0	0	0	0	0
MIR5571	100847006	microRNA 5571	0	0	0	0	0	0	0	0	0	0	0	0
MIR5572	100847042	microRNA 5572	0	0	0	0	0	0	0	0	0	0	0	0
MIR5579	100847000	microRNA 5579	0	0	0	0	0	0	0	0	0	0	0	0
MIR558	693143	microRNA 558	107	0	0	0	0	0	0	0	0	0	0	0
MIR5580	100847076	microRNA 5580	0	0	0	0	0	0	0	0	0	0	0	0
MIR5581	100847010	microRNA 5581	0	0	0	0	0	0	0	0	0	0	0	0
MIR5582	100847020	microRNA 5582	0	0	0	0	0	0	0	0	0	0	0	0
MIR5583-1	100847025	microRNA 5583-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5583-2	100846997	microRNA 5583-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5584	100847089	microRNA 5584	0	0	0	0	0	0	0	0	0	0	0	0
MIR5585	100847018	microRNA 5585	0	0	0	0	0	0	0	0	0	0	0	0
MIR5586	100847088	microRNA 5586	0	0	0	0	0	0	0	0	0	0	0	0
MIR5587	100847028	microRNA 5587	0	0	0	0	0	0	0	0	0	0	0	0
MIR5588	100847054	microRNA 5588	0	0	0	0	0	0	0	0	0	0	0	0
MIR5589	100847093	microRNA 5589	0	0	0	0	0	0	0	0	0	0	0	0
MIR559	693144	microRNA 559	0	0	0	0	0	0	0	0	0	0	0	0
MIR5590	100847069	microRNA 5590	0	0	0	0	0	0	0	0	0	0	0	0
MIR5591	100847065	microRNA 5591	0	0	0	0	0	0	0	0	0	0	0	0
MIR561	693146	microRNA 561	0	0	0	0	0	0	0	0	0	0	0	0
MIR562	693147	microRNA 562	0	16	0	0	0	0	0	0	0	0	0	0
MIR563	693148	microRNA 563	0	0	0	0	0	0	0	0	0	0	0	0
MIR564	693149	microRNA 564	0	0	0	0	0	0	0	0	0	0	0	0
MIR566	693151	microRNA 566	0	0	0	0	0	0	0	1	0	0	0	0
MIR567	693152	microRNA 567	0	0	0	0	0	0	0	0	0	0	0	0
MIR568	693153	microRNA 568	0	0	0	0	0	0	0	0	0	0	0	0
MIR5680	100847001	microRNA 5680	0	0	0	0	0	0	0	0	0	0	0	0
MIR5681A	100847058	microRNA 5681a	0	0	0	0	0	0	0	0	0	0	0	0
MIR5681B	100847091	microRNA 5681b	0	0	0	0	0	0	0	0	0	0	0	0
MIR5682	100847043	microRNA 5682	0	0	0	0	0	0	0	0	0	0	0	0
MIR5683	100847034	microRNA 5683	0	0	0	0	0	0	0	0	0	0	0	0
MIR5684	100847071	microRNA 5684	0	0	0	0	0	0	0	0	0	0	0	0
MIR5685	100847075	microRNA 5685	0	0	0	0	0	0	0	0	0	0	0	0
MIR5687	100847019	microRNA 5687	0	0	0	0	0	0	0	0	0	0	0	0
MIR5688	100847077	microRNA 5688	0	0	0	0	0	0	0	0	0	0	0	0
MIR5689	100846998	microRNA 5689	0	0	0	0	0	0	0	0	0	0	0	0
MIR569	693154	microRNA 569	0	19	0	0	0	0	0	3	0	0	0	0
MIR5690	100847048	microRNA 5690	0	82	33	253	0	0	0	0	146	65	0	0
MIR5691	100847015	microRNA 5691	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692A1	100847066	microRNA 5692a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692A2	100847038	microRNA 5692a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692B	100847013	microRNA 5692b	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692C1	100847082	microRNA 5692c-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5692C2	100847017	microRNA 5692c-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5693	100847003	microRNA 5693	0	0	0	0	0	0	0	0	0	0	0	0
MIR5694	100847064	microRNA 5694	0	0	0	0	0	0	0	0	0	0	0	0
MIR5695	100847016	microRNA 5695	0	0	0	0	0	0	0	0	0	0	0	0
MIR5696	100847007	microRNA 5696	0	0	0	0	0	0	0	0	0	0	0	0
MIR5697	100847055	microRNA 5697	0	0	0	0	0	0	0	0	0	0	0	0
MIR5698	100847024	microRNA 5698	0	0	0	0	0	0	0	0	0	0	0	0
MIR5699	100847086	microRNA 5699	0	0	0	0	0	0	0	0	0	0	0	0
MIR570	693155	microRNA 570	0	0	0	0	47	0	0	0	0	0	0	221
MIR5700	100847031	microRNA 5700	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-1	100847060	microRNA 5701-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-2	100847005	microRNA 5701-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-3	103504741	microRNA 5701-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR5702	100847053	microRNA 5702	0	0	0	0	0	0	0	0	0	0	0	0
MIR5703	100847081	microRNA 5703	0	0	0	0	0	0	0	0	0	0	0	0
MIR5704	100847040	microRNA 5704	0	0	0	0	0	0	0	0	0	0	0	0
MIR5705	100847027	microRNA 5705	0	0	0	0	0	0	0	0	0	0	0	0
MIR5706	100847085	microRNA 5706	0	0	0	0	0	0	0	0	0	0	0	0
MIR5707	100847032	microRNA 5707	0	0	0	0	0	0	0	0	0	0	0	0
MIR5708	100847056	microRNA 5708	0	0	0	0	0	0	0	0	0	0	0	0
MIR571	693156	microRNA 571	0	0	0	0	0	0	0	0	0	0	0	0
MIR572	693157	microRNA 572	0	0	0	0	0	0	0	0	0	0	0	0
MIR573	693158	microRNA 573	140	0	1	0	147	0	0	0	0	0	0	9
MIR5739	102466081	microRNA 5739	0	0	0	0	0	0	0	0	0	0	0	0
MIR574	693159	microRNA 574	0	0	0	0	0	0	0	0	0	0	0	0
MIR575	693160	microRNA 575	0	0	0	0	0	0	0	0	0	0	0	0
MIR576	693161	microRNA 576	0	0	0	0	0	0	0	0	0	0	0	0
MIR577	693162	microRNA 577	2	0	0	0	0	0	0	0	0	0	0	0
MIR578	693163	microRNA 578	0	0	0	0	0	0	0	0	0	0	0	0
MIR5787	102464817	microRNA 5787	0	0	0	0	0	0	0	0	0	0	0	0
MIR579	693164	microRNA 579	0	0	0	0	0	0	0	0	0	0	0	0
MIR580	693165	microRNA 580	0	0	0	0	0	0	0	0	0	0	0	0
MIR581	693166	microRNA 581	0	0	138	0	0	0	0	0	0	0	0	0
MIR582	693167	microRNA 582	0	0	0	0	0	0	0	0	0	0	0	0
MIR583	693168	microRNA 583	0	0	0	0	0	0	0	0	0	0	0	0
MIR584	693169	microRNA 584	0	0	0	0	0	0	0	0	0	0	0	0
MIR585	693170	microRNA 585	0	0	0	0	0	0	0	0	0	0	0	0
MIR586	693171	microRNA 586	0	0	0	0	0	0	0	0	0	0	0	0
MIR587	693172	microRNA 587	0	0	0	0	0	0	0	0	0	0	0	0
MIR588	693173	microRNA 588	0	0	0	0	0	0	0	0	0	0	0	0
MIR589	693174	microRNA 589	0	0	0	0	0	0	0	0	0	0	0	0
MIR590	693175	microRNA 590	0	0	0	0	0	0	0	0	0	0	0	0
MIR591	693176	microRNA 591	0	0	0	0	0	0	0	0	0	0	0	0
MIR592	693177	microRNA 592	0	0	0	0	0	0	0	0	0	0	0	0
MIR593	693178	microRNA 593	0	2	0	0	0	0	0	0	1	0	0	0
MIR595	693180	microRNA 595	0	0	0	0	0	0	0	0	0	0	0	0
MIR596	693181	microRNA 596	0	0	0	0	0	0	0	0	0	0	0	0
MIR597	693182	microRNA 597	0	21	0	0	0	0	0	0	0	0	0	0
MIR598	693183	microRNA 598	0	0	0	0	0	0	0	0	0	0	0	0
MIR599	693184	microRNA 599	0	0	0	0	0	0	0	0	0	0	0	0
MIR600	693185	microRNA 600	0	0	0	0	0	0	0	0	0	0	0	0
MIR600HG	81571	MIR600 host gene	1	244	28	135	1	163	11	0	0	4	38	10
MIR601	693186	microRNA 601	0	0	0	0	0	0	0	0	89	0	0	0
MIR602	693187	microRNA 602	0	0	0	0	0	0	0	0	0	0	0	0
MIR603	693188	microRNA 603	0	0	0	0	0	0	0	0	0	0	0	0
MIR604	693189	microRNA 604	0	0	0	0	0	0	0	0	0	0	0	0
MIR605	693190	microRNA 605	0	0	0	0	0	0	0	0	0	0	0	0
MIR606	693191	microRNA 606	0	0	0	0	0	0	0	0	0	0	0	0
MIR6068	102464823	microRNA 6068	0	0	0	0	0	0	0	0	0	0	0	0
MIR6069	102464824	microRNA 6069	0	0	0	0	0	0	0	0	0	0	0	0
MIR607	693192	microRNA 607	0	0	0	0	0	0	0	0	0	0	0	0
MIR6070	102464825	microRNA 6070	0	0	0	0	0	0	0	0	0	0	0	0
MIR6071	102466516	microRNA 6071	0	0	0	0	0	0	0	0	0	0	0	0
MIR6072	102465944	microRNA 6072	0	0	0	0	0	0	0	0	0	0	0	0
MIR6073	102464826	microRNA 6073	0	0	0	0	0	0	0	0	0	0	0	0
MIR6074	102464827	microRNA 6074	0	0	0	0	0	0	0	0	0	0	0	0
MIR6075	102466103	microRNA 6075	0	0	0	0	0	0	0	0	0	0	0	0
MIR6076	102464828	microRNA 6076	0	0	0	0	0	0	0	0	0	0	0	0
MIR6077	102466225	microRNA 6077	0	0	0	0	0	0	0	0	0	0	0	0
MIR6078	102464829	microRNA 6078	0	0	0	0	0	0	0	0	0	0	0	0
MIR6079	102464830	microRNA 6079	0	0	0	0	0	0	0	0	0	0	0	0
MIR608	693193	microRNA 608	0	0	0	0	0	0	0	0	0	0	0	0
MIR6080	102464831	microRNA 6080	0	0	0	0	0	0	0	0	0	0	0	0
MIR6081	102466518	microRNA 6081	0	0	0	0	0	0	0	0	0	0	0	0
MIR6082	102466953	microRNA 6082	0	0	0	0	0	0	0	0	0	0	0	0
MIR6083	102464832	microRNA 6083	0	0	0	0	0	0	0	0	0	0	0	0
MIR6084	102464833	microRNA 6084	0	0	0	0	0	0	0	0	0	0	0	0
MIR6085	102464834	microRNA 6085	0	0	0	0	0	0	0	0	0	0	0	0
MIR6086	102466519	microRNA 6086	0	0	0	0	0	0	0	0	0	0	0	0
MIR6087	102464835	microRNA 6087	5	8	3	0	3	2	0	0	4	1	4	5
MIR6088	102464836	microRNA 6088	0	0	0	0	0	0	0	0	0	0	0	0
MIR6089	102464837	microRNA 6089	0	0	0	0	0	0	0	0	0	0	0	0
MIR609	693194	microRNA 609	0	0	0	0	0	0	0	0	0	0	0	0
MIR6090	102466104	microRNA 6090	0	0	0	0	0	0	0	0	0	0	0	0
MIR610	693195	microRNA 610	0	0	0	0	0	0	0	0	0	0	0	0
MIR611	693196	microRNA 611	0	0	0	0	0	0	0	0	0	0	0	0
MIR612	693197	microRNA 612	0	0	0	0	0	0	0	0	0	0	0	0
MIR6124	102466906	microRNA 6124	0	2	0	0	0	0	0	0	0	0	0	0
MIR6125	102465133	microRNA 6125	0	0	0	0	0	0	0	0	0	0	0	0
MIR6126	102465134	microRNA 6126	0	0	0	0	0	0	0	0	0	0	0	0
MIR6127	102466615	microRNA 6127	0	0	0	0	0	0	0	0	0	0	0	0
MIR6128	102465135	microRNA 6128	0	0	0	0	0	0	0	0	0	0	0	0
MIR6129	102465137	microRNA 6129	0	0	0	0	0	0	0	0	0	0	0	0
MIR613	693198	microRNA 613	0	0	0	0	0	0	0	86	0	0	0	0
MIR6130	102466967	microRNA 6130	0	0	0	0	0	0	0	0	0	0	0	0
MIR6131	102465138	microRNA 6131	0	0	0	0	0	0	0	0	0	0	0	0
MIR6132	102466616	microRNA 6132	0	0	0	0	0	0	0	0	0	0	0	0
MIR6133	102465139	microRNA 6133	0	0	0	0	0	0	0	0	0	0	0	0
MIR6134	102465140	microRNA 6134	0	0	0	0	0	0	0	0	0	0	0	0
MIR614	693199	microRNA 614	0	0	0	0	0	0	0	0	0	0	0	0
MIR615	693200	microRNA 615	0	0	0	0	0	0	0	0	0	0	0	0
MIR616	693201	microRNA 616	0	0	0	0	0	0	0	0	0	0	0	0
MIR6165	102465141	microRNA 6165	0	0	0	0	0	0	0	0	0	0	0	0
MIR617	693202	microRNA 617	0	0	0	0	0	0	0	0	0	0	0	0
MIR618	693203	microRNA 618	0	0	0	0	0	0	0	0	0	0	0	0
MIR619	693204	microRNA 619	0	0	0	0	0	4	0	0	195	0	0	0
MIR620	693205	microRNA 620	0	0	0	0	0	0	0	0	0	0	0	0
MIR621	693206	microRNA 621	0	0	0	0	0	0	0	0	0	0	0	0
MIR622	693207	microRNA 622	0	0	0	0	0	0	0	0	0	0	0	0
MIR623	693208	microRNA 623	0	0	0	0	0	0	0	0	0	0	0	0
MIR624	693209	microRNA 624	0	0	0	0	0	0	0	0	0	0	0	0
MIR625	693210	microRNA 625	0	0	0	0	0	0	0	0	0	0	0	0
MIR626	693211	microRNA 626	0	0	0	0	0	0	0	0	0	0	0	0
MIR627	693212	microRNA 627	0	0	0	0	0	0	0	0	0	0	0	0
MIR628	693213	microRNA 628	0	0	0	0	0	0	0	0	0	0	0	0
MIR629	693214	microRNA 629	9	0	0	0	0	0	0	0	0	0	0	0
MIR630	693215	microRNA 630	0	65	0	27	0	0	0	0	575	0	0	0
MIR631	693216	microRNA 631	0	0	0	0	0	0	0	0	0	0	0	0
MIR632	693217	microRNA 632	0	0	0	0	0	0	0	0	0	0	0	0
MIR633	693218	microRNA 633	0	0	0	0	0	0	0	0	0	0	0	0
MIR634	693219	microRNA 634	0	0	0	0	0	0	0	0	0	0	0	0
MIR635	693220	microRNA 635	0	52	0	0	1	0	0	0	0	0	0	0
MIR636	693221	microRNA 636	0	0	1	0	0	0	897	0	1	0	0	0
MIR637	693222	microRNA 637	0	0	0	0	0	0	0	0	0	0	0	0
MIR638	693223	microRNA 638	0	0	0	0	0	0	0	0	0	0	0	0
MIR639	693224	microRNA 639	0	0	0	0	0	0	0	0	0	0	0	0
MIR640	693225	microRNA 640	0	0	0	0	0	0	0	0	0	0	0	0
MIR641	693226	microRNA 641	0	0	0	0	0	0	0	0	0	0	0	0
MIR642A	693227	microRNA 642a	0	0	0	0	0	0	0	0	0	0	0	0
MIR642B	100500845	microRNA 642b	0	0	0	0	0	0	0	0	0	0	0	0
MIR643	693228	microRNA 643	0	0	0	0	0	0	0	0	0	0	0	0
MIR644A	693229	microRNA 644a	0	110	68	112	307	0	0	0	37	0	0	0
MIR645	693230	microRNA 645	1	0	0	0	0	0	0	0	517	0	0	0
MIR646	693231	microRNA 646	0	0	0	0	0	0	0	0	0	0	0	0
MIR646HG	284757	MIR646 host gene	163	0	0	0	0	0	0	0	0	0	0	0
MIR647	693232	microRNA 647	0	0	0	0	0	0	0	0	0	0	0	0
MIR648	693233	microRNA 648	0	0	0	0	0	0	0	0	0	0	0	1
MIR649	693234	microRNA 649	0	0	0	0	0	0	0	0	0	0	0	0
MIR6499	102465246	microRNA 6499	0	0	0	0	0	0	0	0	0	0	0	0
MIR650	723778	microRNA 650	0	41	0	0	0	0	0	0	0	0	0	0
MIR6500	102466656	microRNA 6500	0	0	0	0	0	0	0	0	0	0	0	0
MIR6501	102465248	microRNA 6501	0	0	0	0	0	0	0	0	0	0	0	0
MIR6502	102465249	microRNA 6502	0	0	0	0	0	0	0	0	0	0	0	0
MIR6503	102465250	microRNA 6503	0	0	0	0	0	0	0	0	0	0	0	0
MIR6504	102465251	microRNA 6504	0	0	53	0	0	0	0	0	0	0	0	0
MIR6505	102466657	microRNA 6505	0	0	0	0	0	0	0	0	0	0	0	0
MIR6506	102465252	microRNA 6506	0	0	0	0	0	0	0	0	0	0	0	0
MIR6507	102465253	microRNA 6507	0	0	0	0	0	0	0	0	0	0	0	0
MIR6508	102466972	microRNA 6508	0	0	0	0	0	0	0	0	0	0	0	0
MIR6509	102465254	microRNA 6509	0	0	0	0	0	0	0	0	0	0	0	0
MIR651	723779	microRNA 651	0	0	0	0	0	0	0	0	0	0	0	0
MIR6510	102466658	microRNA 6510	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A1	102466268	microRNA 6511a-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A2	102466812	microRNA 6511a-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A3	102465683	microRNA 6511a-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A4	102465684	microRNA 6511a-4	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511B1	102465429	microRNA 6511b-1	0	0	0	0	0	0	0	0	0	0	0	0
